user_id,login_frequency,last_login_time,purchase_history,ratings_count,session_duration,avg_session_time,purchases,last_purchase_days_ago,churn_status
1830,6,5/31/2024 1:59,15,65,144,11,9,7,0
1831,4,1/22/2024 1:44,28,23,293,11,3,29,0
1832,12,9/19/2024 18:52,4,54,207,23,9,37,0
1833,27,9/24/2024 4:58,29,52,207,7,9,43,0
1834,7,12/29/2024 23:25,48,72,346,14,5,5,0
1835,29,3/4/2024 4:12,34,90,460,12,3,10,0
1836,13,3/18/2024 12:42,28,34,110,26,7,29,0
1837,9,12/22/2024 11:47,29,85,198,16,1,50,0
1838,9,11/17/2024 7:01,1,97,436,20,2,4,0
1839,23,10/7/2024 16:10,49,83,202,22,9,11,0
1840,29,1/22/2024 10:23,16,25,298,27,7,52,0
1841,16,4/18/2024 22:12,19,1,137,6,8,14,0
1842,4,4/23/2024 18:19,48,12,277,7,5,55,0
1843,8,8/14/2024 17:46,1,5,80,26,9,44,0
1844,21,5/21/2024 10:10,41,73,328,7,3,10,0
1845,29,9/23/2024 20:37,40,51,420,18,1,37,0
1846,20,8/25/2024 9:33,7,70,375,15,1,51,0
1847,10,9/29/2024 18:36,28,88,496,25,2,18,0
1848,24,5/3/2024 14:02,46,9,460,16,6,17,0
1849,1,6/27/2024 1:26,49,25,320,23,0,37,0
1850,15,9/29/2024 8:48,30,34,242,12,5,57,0
1851,19,11/22/2024 13:27,24,56,81,16,0,51,0
1852,6,9/13/2024 20:34,7,67,182,29,5,28,0
1853,7,3/21/2024 14:16,22,67,229,8,4,37,0
1854,24,2/12/2024 10:31,40,65,492,11,0,16,0
1855,17,3/1/2024 16:16,19,86,403,15,1,33,0
1856,26,10/14/2024 21:09,1,62,136,13,5,58,0
1857,2,8/3/2024 10:18,14,9,320,14,8,23,0
1858,27,9/29/2024 19:30,16,59,314,22,3,9,0
1859,16,11/18/2024 10:39,35,47,356,5,6,31,0
1860,6,2/2/2024 0:39,9,79,117,26,5,13,0
1861,16,1/25/2024 11:24,28,5,459,15,7,29,0
1862,3,12/21/2024 20:21,9,59,303,5,3,43,0
1863,26,8/8/2024 16:49,11,13,394,12,3,28,0
1864,7,5/8/2024 18:31,9,56,277,6,9,53,0
1865,18,10/10/2024 9:59,13,15,487,15,9,17,0
1866,14,1/4/2024 11:23,21,67,68,6,6,9,0
1867,28,6/7/2024 10:43,18,15,359,29,1,23,0
1868,21,8/21/2024 2:17,20,10,88,13,3,25,0
1869,30,9/28/2024 12:08,44,89,426,8,2,34,0
1870,9,5/4/2024 7:22,11,1,54,9,3,22,0
1871,5,10/7/2024 9:16,3,8,142,26,9,16,0
1872,10,10/29/2024 21:34,41,60,356,14,5,49,0
1873,5,11/25/2024 1:17,5,62,428,28,8,59,0
1874,19,4/13/2024 10:03,49,3,409,20,7,51,0
1875,20,10/19/2024 20:26,34,73,83,8,5,43,0
1876,14,12/13/2024 14:03,15,58,230,23,1,25,0
1877,17,9/11/2024 2:48,40,80,224,11,5,55,0
1878,19,2/12/2024 19:24,34,92,492,5,3,28,0
1879,18,9/15/2024 23:26,25,18,360,27,8,6,0
1880,1,10/28/2024 13:28,7,96,100,15,4,24,0
1881,25,11/2/2024 2:06,46,54,241,29,2,29,0
1882,21,8/20/2024 18:05,9,55,317,5,7,7,0
1883,17,4/16/2024 4:12,9,30,365,10,0,50,0
1884,5,7/2/2024 7:39,17,61,267,21,5,16,0
1885,8,1/15/2024 11:33,23,76,462,28,5,59,0
1886,3,7/15/2024 12:44,32,17,214,17,9,37,0
1887,26,5/18/2024 9:40,45,80,497,5,8,34,0
1888,7,12/7/2024 15:37,9,83,312,28,4,29,0
1889,28,10/8/2024 5:02,11,16,353,24,9,48,0
1890,19,4/21/2024 9:11,46,11,454,14,9,54,0
1891,2,3/25/2024 6:33,6,34,320,5,9,35,0
1892,25,4/22/2024 9:57,41,58,300,19,5,59,0
1893,6,4/21/2024 16:17,14,87,198,11,8,29,0
1894,30,4/26/2024 9:43,31,31,358,9,3,22,0
1895,18,1/10/2024 11:44,34,80,163,28,7,2,0
1896,13,11/6/2024 19:23,14,68,436,9,4,37,0
1897,3,4/30/2024 17:09,34,51,429,22,9,52,0
1898,4,1/30/2024 13:01,32,63,203,20,7,17,0
1899,8,8/31/2024 12:05,6,56,57,25,7,31,0
1900,27,2/18/2024 19:08,11,47,464,16,2,10,0
1901,7,9/4/2024 17:11,11,19,406,20,8,7,0
1902,20,9/4/2024 1:05,13,74,78,14,8,36,0
1903,16,3/15/2024 14:58,9,82,233,21,8,45,0
1904,1,1/17/2024 13:01,33,44,314,11,2,39,0
1905,6,2/27/2024 10:58,49,10,174,16,9,42,0
1906,13,11/18/2024 16:04,11,84,69,22,3,28,0
1907,24,6/24/2024 20:25,4,36,302,16,9,35,0
1908,29,6/28/2024 17:49,39,53,435,22,8,45,0
1909,7,10/27/2024 17:34,41,8,239,26,4,12,0
1910,1,4/12/2024 4:00,43,21,343,23,2,16,0
1911,19,1/25/2024 11:02,2,86,219,22,9,13,0
1912,26,4/14/2024 0:58,17,66,171,27,2,55,0
1913,25,5/21/2024 16:33,26,57,112,24,6,25,0
1914,30,3/30/2024 19:32,23,71,58,18,4,30,0
1915,21,8/31/2024 3:44,18,52,385,28,4,36,0
1916,8,9/28/2024 19:07,38,61,303,10,4,14,0
1917,21,9/27/2024 7:23,44,41,227,8,7,24,0
1918,11,6/4/2024 17:52,16,84,106,15,6,26,0
1919,21,12/19/2024 21:53,32,30,417,19,5,44,0
1920,8,11/26/2024 4:04,6,33,157,25,3,9,0
1921,10,7/21/2024 15:05,16,11,177,10,2,43,0
1922,9,7/1/2024 0:41,28,69,108,29,8,24,0
1923,25,8/21/2024 8:36,15,51,129,10,4,21,0
1924,4,12/9/2024 11:10,33,91,215,13,0,14,0
1925,7,7/11/2024 9:35,21,50,114,24,8,15,0
1926,18,1/26/2024 10:31,34,29,147,14,7,35,0
1927,7,7/16/2024 18:26,7,17,126,17,7,51,0
1928,23,5/12/2024 2:48,11,48,271,26,8,44,0
1929,19,3/28/2024 12:53,45,6,414,10,7,19,0
1930,19,5/4/2024 2:08,35,8,161,8,5,40,0
1931,27,7/11/2024 22:36,28,23,353,9,4,54,0
1932,10,3/1/2024 14:37,44,89,63,11,3,6,0
1933,7,12/19/2024 4:59,36,52,67,27,5,59,0
1934,1,3/13/2024 0:18,3,43,352,7,6,27,0
1935,28,7/21/2024 5:39,25,51,301,12,8,3,0
1936,5,2/29/2024 6:46,19,13,301,19,5,59,0
1937,26,2/16/2024 15:28,35,39,100,9,0,13,0
1938,22,5/11/2024 10:28,10,52,57,29,7,32,0
1939,24,2/13/2024 20:36,27,77,436,8,3,47,0
1940,15,8/4/2024 7:16,26,44,154,29,9,44,0
1941,14,12/3/2024 9:26,32,45,191,12,0,16,0
1942,18,7/15/2024 12:51,6,78,393,21,2,55,0
1943,13,6/18/2024 1:22,8,55,105,19,8,58,0
1944,3,11/13/2024 16:18,23,96,193,12,6,45,0
1945,8,3/19/2024 1:59,48,53,319,25,4,39,0
1946,27,1/4/2024 3:43,46,79,164,10,6,33,0
1947,12,8/19/2024 23:09,17,15,61,24,7,59,0
1948,29,3/11/2024 19:35,29,89,327,5,9,53,0
1949,7,11/13/2024 16:14,46,28,350,17,8,24,0
1950,15,7/7/2024 22:12,35,12,396,16,4,7,0
1951,8,12/24/2024 9:00,36,77,427,16,3,52,0
1952,29,2/9/2024 15:10,39,80,473,25,0,52,0
1953,2,4/6/2024 15:11,3,87,326,5,6,1,0
1954,9,9/21/2024 21:20,2,50,384,26,9,54,0
1955,29,12/3/2024 5:59,5,28,322,25,5,24,0
1956,29,9/3/2024 7:08,16,84,100,22,7,7,0
1957,10,6/26/2024 21:26,38,68,285,20,8,21,0
1958,18,12/20/2024 3:40,34,19,64,9,2,12,0
1959,30,6/29/2024 16:57,20,36,183,11,9,42,0
1960,16,8/26/2024 22:51,7,72,53,25,4,40,0
1961,25,4/24/2024 1:28,38,14,294,7,0,43,0
1962,9,4/18/2024 15:33,36,56,91,19,3,53,0
1963,20,3/26/2024 1:49,33,75,402,28,3,5,0
1964,6,1/19/2024 9:13,29,87,284,12,6,36,0
1965,6,8/5/2024 0:52,15,51,192,18,6,12,0
1966,29,4/17/2024 16:49,43,14,398,17,0,21,0
1967,15,4/27/2024 5:41,13,41,64,14,3,27,0
1968,23,12/31/2024 9:15,28,52,101,13,4,57,0
1969,24,5/31/2024 7:54,42,42,184,25,9,4,0
1970,5,1/9/2024 17:35,4,74,304,13,8,54,0
1971,30,4/18/2024 20:50,3,1,244,22,4,6,0
1972,11,12/27/2024 15:58,17,68,442,24,9,18,0
1973,19,10/5/2024 5:34,2,72,149,21,0,55,0
1974,23,2/4/2024 11:22,33,68,64,19,2,19,0
1975,28,10/12/2024 8:28,2,3,393,17,4,1,0
1976,9,2/12/2024 6:53,16,64,436,19,9,53,0
1977,26,2/6/2024 5:44,22,29,315,12,8,22,0
1978,15,8/22/2024 14:34,40,55,379,24,8,47,0
1979,23,9/5/2024 6:43,0,1,363,23,7,38,0
1980,12,9/18/2024 6:14,25,26,78,19,4,1,0
1981,28,10/9/2024 1:00,42,91,490,7,2,18,0
1982,20,12/26/2024 19:04,33,95,138,11,7,19,0
1983,22,9/25/2024 7:12,46,21,466,10,2,43,0
1984,3,7/5/2024 15:12,18,9,192,15,9,59,0
1985,24,9/20/2024 6:11,12,95,150,8,8,57,0
1986,17,4/22/2024 13:12,33,36,353,11,0,58,0
1987,12,1/10/2024 18:44,20,10,93,23,9,44,0
1988,12,7/26/2024 0:37,13,97,211,29,3,52,0
1989,23,12/18/2024 10:30,25,15,315,17,1,35,0
1990,19,6/17/2024 1:50,5,18,236,25,3,51,0
1991,8,6/5/2024 16:34,13,9,215,19,6,23,0
1992,18,2/1/2024 6:34,45,82,77,14,3,55,0
1993,2,3/27/2024 6:29,2,6,104,20,9,19,0
1994,28,7/8/2024 22:18,16,27,196,9,6,20,0
1995,13,4/27/2024 9:21,12,42,444,20,0,54,0
1996,18,9/26/2024 16:48,27,82,309,26,5,55,0
1997,5,12/23/2024 0:47,38,33,402,16,9,40,0
1998,1,3/31/2024 8:58,11,1,205,14,5,17,0
1999,26,12/17/2024 20:19,2,70,285,12,3,12,0
2000,3,12/18/2024 15:58,16,91,282,14,5,38,0
2001,25,2/15/2024 13:23,32,85,157,9,5,30,0
2002,11,4/17/2024 18:47,39,97,413,6,9,48,0
2003,21,10/27/2024 2:17,34,18,82,16,4,48,0
2004,25,7/24/2024 11:11,35,80,393,25,1,31,0
2005,12,12/27/2024 9:53,32,29,253,16,2,57,0
2006,17,8/18/2024 13:22,23,23,237,15,7,10,0
2007,8,7/6/2024 11:42,19,71,378,11,1,57,0
2008,11,1/17/2024 9:30,7,12,262,19,2,23,0
2009,14,11/17/2024 22:54,14,1,110,23,8,52,0
2010,4,3/22/2024 12:15,2,68,116,29,2,2,0
2011,12,1/13/2024 11:43,36,63,383,26,9,3,0
2012,4,6/18/2024 20:25,37,62,458,26,6,47,0
2013,30,3/8/2024 9:33,20,29,397,29,3,26,0
2014,11,1/4/2024 22:12,21,20,306,9,4,46,0
2015,9,9/3/2024 22:21,16,46,262,11,5,22,0
2016,12,9/28/2024 4:53,5,52,193,9,8,46,0
2017,8,1/24/2024 8:36,13,43,496,14,3,52,0
2018,26,4/21/2024 6:38,44,28,68,19,7,23,0
2019,21,10/6/2024 18:57,41,34,358,7,9,5,0
2020,16,4/13/2024 6:10,16,31,407,24,3,48,0
2021,24,7/19/2024 12:36,1,83,160,22,0,58,0
2022,29,10/13/2024 11:51,28,82,477,12,5,44,0
2023,7,5/25/2024 16:55,49,71,137,24,5,14,0
2024,5,3/26/2024 22:58,40,39,83,20,6,16,0
2025,7,3/24/2024 0:13,26,77,127,16,0,33,0
2026,12,5/18/2024 15:01,19,35,56,20,2,39,0
2027,29,4/18/2024 7:59,23,85,119,20,7,40,0
2028,23,12/29/2024 15:05,37,73,385,15,5,24,0
2029,1,4/4/2024 14:48,11,55,76,10,1,45,0
2030,7,10/4/2024 18:42,12,29,294,21,8,52,0
2031,13,6/15/2024 20:24,33,99,174,29,1,36,0
2032,18,4/7/2024 12:46,4,18,219,22,8,32,0
2033,21,12/22/2024 9:34,9,36,226,26,6,17,0
2034,9,10/11/2024 21:24,23,43,95,12,6,37,0
2035,19,11/3/2024 12:00,27,45,282,11,9,26,0
2036,8,5/29/2024 19:46,45,45,63,25,7,3,0
2037,28,10/29/2024 5:10,28,86,451,7,1,5,0
2038,7,7/9/2024 2:25,10,58,252,19,9,47,0
2039,13,2/17/2024 1:35,13,88,338,5,9,56,0
2040,6,4/14/2024 3:29,5,88,448,8,7,4,0
2041,30,3/9/2024 6:32,33,90,144,28,6,52,0
2042,9,9/16/2024 22:47,40,71,383,5,6,21,0
2043,23,2/5/2024 0:59,11,56,435,17,3,20,0
2044,18,4/4/2024 14:17,47,77,79,12,8,38,0
2045,26,3/23/2024 19:34,49,1,360,12,7,14,0
2046,6,9/12/2024 5:11,41,94,386,29,0,13,0
2047,19,10/14/2024 8:32,43,88,144,9,8,16,0
2048,25,12/1/2024 2:33,37,42,299,27,5,25,0
2049,23,8/24/2024 10:03,42,11,190,8,6,34,0
2050,6,4/20/2024 2:51,37,49,303,24,7,8,0
2051,29,5/2/2024 3:01,7,96,83,16,3,57,0
2052,3,10/3/2024 18:09,45,21,392,12,6,51,0
2053,22,8/8/2024 12:02,4,94,62,24,0,16,0
2054,30,10/21/2024 2:35,28,86,329,6,6,38,0
2055,5,4/27/2024 15:06,3,97,219,26,4,50,0
2056,10,10/24/2024 11:12,22,14,272,13,9,53,0
2057,25,8/31/2024 3:40,24,84,186,27,5,22,0
2058,11,4/18/2024 14:33,22,48,117,19,0,54,0
2059,30,8/14/2024 15:46,28,19,338,13,3,22,0
2060,13,9/9/2024 5:27,6,7,461,17,8,25,0
2061,24,2/23/2024 4:37,15,73,60,16,2,44,0
2062,18,10/26/2024 23:25,16,34,434,23,3,23,0
2063,28,12/20/2024 2:22,15,62,381,25,4,45,0
2064,17,9/22/2024 16:37,39,12,229,9,1,15,0
2065,12,2/12/2024 3:35,48,78,83,10,0,48,0
2066,17,10/22/2024 12:30,19,72,364,9,6,33,0
2067,6,7/23/2024 6:00,13,16,106,23,0,1,0
2068,13,3/2/2024 9:08,45,26,236,10,0,30,0
2069,14,4/13/2024 19:20,34,22,187,23,2,51,0
2070,28,7/1/2024 6:33,22,67,133,23,9,27,0
2071,25,8/4/2024 5:40,33,67,297,10,6,48,0
2072,29,10/25/2024 0:54,6,49,485,26,2,9,0
2073,29,10/29/2024 13:42,19,49,295,21,5,13,0
2074,12,3/14/2024 12:33,9,64,273,12,4,22,0
2075,18,3/4/2024 7:44,1,47,221,13,2,54,0
2076,26,10/21/2024 4:58,20,93,405,6,7,10,0
2077,16,8/30/2024 13:15,42,53,217,27,0,53,0
2078,18,3/3/2024 19:31,31,22,111,18,6,35,0
2079,7,7/14/2024 0:42,14,52,241,20,7,39,0
2080,6,12/28/2024 12:27,1,12,157,19,8,34,0
2081,17,8/25/2024 15:25,26,28,214,15,5,51,0
2082,24,3/31/2024 21:24,6,33,481,16,6,15,0
2083,1,8/18/2024 16:06,12,86,407,17,1,35,0
2084,1,6/1/2024 5:16,46,57,438,29,5,5,0
2085,28,5/15/2024 15:31,31,20,201,22,4,54,0
2086,10,3/25/2024 3:26,23,84,165,29,6,22,0
2087,4,6/25/2024 15:08,33,69,461,7,6,42,0
2088,23,4/6/2024 13:56,5,79,51,28,0,45,0
2089,1,3/7/2024 10:52,5,68,170,17,6,50,0
2090,29,4/1/2024 14:13,11,46,161,5,7,44,0
2091,19,1/11/2024 20:28,7,54,157,19,1,30,0
2092,30,8/4/2024 7:30,48,38,478,5,5,13,0
2093,11,9/4/2024 7:29,9,58,395,28,6,20,0
2094,17,9/29/2024 23:30,16,67,182,27,3,10,0
2095,14,8/30/2024 20:15,27,96,220,27,1,48,0
2096,29,8/4/2024 10:22,26,17,409,14,9,42,0
2097,5,6/1/2024 3:37,9,20,201,10,2,40,0
2098,30,7/14/2024 0:24,40,1,371,11,0,42,0
2099,12,8/14/2024 5:02,33,41,325,5,3,45,0
2100,12,7/5/2024 12:05,10,41,96,9,8,49,0
2101,28,7/25/2024 5:50,36,33,250,10,1,14,0
2102,19,11/21/2024 10:46,13,39,322,7,9,17,0
2103,27,10/16/2024 11:24,42,71,114,17,4,36,0
2104,7,11/30/2024 1:50,45,4,73,15,0,37,0
2105,20,1/25/2024 20:16,2,36,267,19,2,48,0
2106,8,7/15/2024 0:07,12,47,52,5,8,31,0
2107,9,9/17/2024 8:12,25,80,489,6,8,56,0
2108,19,3/8/2024 14:28,12,68,474,17,0,25,0
2109,15,2/15/2024 4:19,3,99,496,24,9,28,0
2110,25,1/31/2024 3:38,5,26,297,16,3,48,0
2111,3,3/20/2024 7:03,45,96,123,19,6,36,0
2112,14,2/15/2024 7:47,47,77,180,21,4,46,0
2113,18,9/2/2024 11:00,2,85,324,7,5,5,0
2114,10,1/22/2024 18:30,40,32,446,7,2,32,0
2115,11,4/5/2024 2:14,47,23,340,23,5,40,0
2116,22,4/1/2024 0:51,44,43,239,14,2,4,0
2117,1,4/19/2024 11:26,12,55,469,26,2,43,0
2118,12,1/17/2024 0:57,10,69,305,16,8,25,0
2119,10,7/16/2024 8:59,2,2,133,27,2,42,0
2120,24,2/17/2024 15:59,42,39,183,24,4,44,0
2121,16,2/23/2024 8:42,49,12,391,7,5,28,0
2122,21,2/13/2024 8:30,45,17,208,18,4,21,0
2123,14,10/5/2024 19:54,24,90,281,27,2,26,0
2124,20,8/30/2024 19:50,37,82,76,29,7,38,0
2125,20,3/4/2024 21:41,22,92,64,7,9,15,0
2126,24,12/12/2024 4:10,15,16,177,23,4,5,0
2127,26,8/17/2024 5:43,13,49,459,12,4,7,0
2128,16,12/1/2024 21:04,13,55,154,8,3,48,0
2129,24,8/1/2024 17:09,16,35,375,20,3,38,0
2130,5,5/6/2024 19:54,47,61,170,20,9,41,0
2131,4,10/11/2024 3:25,28,77,53,16,7,42,0
2132,4,6/26/2024 8:55,49,12,223,22,0,21,0
2133,16,5/7/2024 14:28,14,56,118,10,5,3,0
2134,16,4/18/2024 20:58,11,99,466,8,0,31,0
2135,21,2/10/2024 13:32,26,90,121,28,4,32,0
2136,26,9/19/2024 20:00,1,11,327,21,6,43,0
2137,4,3/13/2024 22:28,36,37,145,15,0,25,0
2138,10,1/12/2024 18:04,23,52,284,28,0,8,0
2139,27,12/27/2024 0:31,44,26,357,22,5,16,0
2140,2,2/2/2024 8:56,4,81,436,26,0,16,0
2141,6,7/7/2024 9:25,6,49,191,10,7,15,0
2142,15,5/10/2024 6:05,46,32,92,29,4,5,0
2143,29,1/12/2024 20:07,31,59,166,10,1,6,0
2144,14,11/28/2024 2:17,42,3,105,29,8,56,0
2145,3,5/24/2024 14:56,25,47,220,8,0,57,0
2146,21,1/8/2024 11:30,15,50,417,15,9,40,0
2147,23,2/14/2024 16:18,0,89,205,25,9,9,0
2148,28,9/23/2024 23:07,43,21,313,21,9,27,0
2149,7,4/18/2024 5:56,18,24,343,25,7,24,0
2150,28,4/16/2024 12:06,18,49,416,6,4,32,0
2151,10,2/11/2024 5:55,31,91,225,11,7,42,0
2152,15,4/27/2024 23:55,39,76,253,12,9,12,0
2153,11,9/12/2024 13:20,45,90,259,17,3,49,0
2154,19,5/20/2024 17:11,26,8,216,5,6,26,0
2155,7,2/9/2024 1:15,6,71,385,7,9,50,0
2156,7,11/3/2024 12:47,20,52,303,9,6,57,0
2157,27,9/7/2024 5:52,21,26,487,21,3,24,0
2158,23,10/6/2024 9:44,47,82,475,7,2,28,0
2159,17,8/9/2024 3:04,30,9,482,26,0,21,0
2160,4,3/21/2024 11:03,22,75,394,26,8,20,0
2161,17,4/4/2024 12:25,48,6,78,20,2,2,0
2162,16,8/9/2024 21:48,29,5,350,11,4,56,0
2163,7,11/14/2024 12:18,33,31,354,17,8,21,0
2164,28,6/28/2024 15:00,20,27,363,24,1,5,0
2165,18,7/15/2024 0:16,38,42,106,29,5,17,0
2166,16,7/26/2024 17:35,44,85,342,24,5,54,0
2167,16,8/28/2024 19:40,47,5,467,18,6,20,0
2168,13,4/10/2024 7:09,46,43,154,22,4,14,0
2169,20,10/8/2024 19:24,35,7,217,26,5,16,0
2170,27,6/11/2024 1:06,9,24,80,25,0,33,0
2171,18,7/4/2024 15:31,41,89,454,8,0,4,0
2172,4,6/24/2024 1:49,25,3,58,23,3,5,0
2173,29,8/19/2024 7:28,44,22,65,26,4,8,0
2174,16,1/15/2024 9:47,32,59,279,15,4,16,0
2175,7,3/11/2024 17:39,0,8,387,17,9,47,0
2176,3,6/19/2024 21:03,23,91,315,13,2,54,0
2177,23,5/7/2024 7:03,46,80,287,11,3,16,0
2178,21,9/5/2024 16:51,39,99,325,28,4,45,0
2179,6,4/8/2024 19:56,27,68,482,11,5,2,0
2180,11,5/15/2024 23:04,38,20,217,9,1,54,0
2181,16,7/27/2024 14:08,45,11,258,9,5,15,0
2182,7,4/22/2024 6:40,13,49,114,10,2,37,0
2183,12,9/18/2024 14:35,30,42,126,20,1,17,0
2184,17,4/6/2024 13:53,10,83,59,20,1,17,0
2185,22,5/24/2024 14:29,41,12,477,19,6,27,0
2186,22,11/12/2024 9:57,25,91,126,16,1,37,0
2187,25,10/28/2024 15:34,33,86,107,24,2,11,0
2188,16,11/1/2024 6:47,32,74,378,18,8,39,0
2189,16,7/31/2024 3:14,2,92,213,11,6,28,0
2190,12,1/13/2024 5:41,17,59,240,9,6,55,0
2191,22,6/14/2024 10:32,25,75,345,23,0,3,0
2192,27,9/8/2024 17:30,17,49,335,6,4,29,0
2193,1,10/5/2024 14:06,41,83,143,14,4,50,0
2194,21,12/17/2024 9:13,14,83,57,21,4,30,0
2195,30,1/17/2024 16:01,26,89,338,8,7,1,0
2196,27,12/22/2024 15:00,14,0,60,27,1,1,0
2197,12,11/6/2024 10:26,15,21,411,22,0,30,0
2198,10,7/5/2024 14:55,34,57,111,25,5,3,0
2199,9,11/18/2024 9:48,42,84,67,26,7,27,0
2200,22,8/4/2024 1:30,3,21,457,12,9,2,0
2201,8,5/31/2024 15:30,5,17,386,10,6,46,0
2202,30,4/13/2024 17:38,20,61,443,28,8,4,0
2203,7,6/30/2024 9:20,23,33,110,13,4,15,0
2204,18,3/6/2024 7:23,3,50,101,11,9,8,0
2205,17,6/11/2024 8:38,44,87,294,27,0,34,0
2206,17,3/18/2024 1:34,36,61,111,10,9,57,0
2207,24,3/21/2024 1:26,38,20,143,19,2,48,0
2208,25,4/11/2024 17:06,12,2,465,7,2,14,0
2209,16,5/5/2024 1:59,21,80,428,8,7,19,0
2210,5,1/29/2024 14:30,1,78,115,15,6,10,0
2211,3,2/15/2024 13:19,4,2,471,17,9,19,0
2212,8,7/5/2024 18:44,49,34,329,28,0,40,0
2213,10,4/19/2024 4:10,1,43,456,10,1,21,0
2214,23,1/24/2024 21:03,34,28,312,25,4,23,0
2215,1,2/7/2024 11:28,7,75,225,14,4,24,0
2216,26,6/20/2024 4:24,46,52,301,11,9,3,0
2217,2,9/8/2024 6:27,5,20,122,14,3,59,0
2218,3,6/19/2024 3:04,40,87,255,14,0,22,0
2219,29,4/27/2024 15:17,18,82,132,17,9,22,0
2220,21,10/26/2024 16:07,35,1,224,16,6,20,0
2221,18,11/22/2024 7:51,30,22,446,21,3,57,0
2222,14,4/2/2024 4:32,19,12,52,22,2,1,0
2223,26,6/22/2024 20:36,23,34,63,7,1,14,0
2224,21,4/8/2024 10:44,25,2,228,12,3,36,0
2225,19,3/7/2024 20:00,42,0,409,19,0,7,0
2226,21,6/7/2024 18:03,10,26,191,26,0,46,0
2227,10,6/27/2024 13:47,23,60,67,26,8,17,0
2228,6,1/23/2024 8:37,39,57,446,22,4,6,0
2229,21,11/29/2024 9:26,35,70,405,29,9,50,0
2230,16,3/4/2024 5:49,4,71,159,9,9,24,0
2231,8,1/16/2024 14:55,25,5,193,8,2,44,0
2232,30,1/10/2024 0:28,36,5,324,22,6,43,0
2233,5,5/20/2024 6:14,8,2,175,12,5,4,0
2234,12,8/5/2024 5:17,43,94,266,25,9,54,0
2235,14,10/21/2024 21:18,12,70,381,9,1,4,0
2236,2,7/31/2024 0:33,34,43,245,10,2,10,0
2237,30,10/22/2024 16:03,0,16,321,13,8,53,0
2238,9,11/27/2024 1:26,8,11,168,13,1,11,0
2239,11,1/7/2024 16:26,7,54,183,25,3,39,0
2240,3,8/4/2024 17:10,7,33,362,25,7,19,0
2241,7,7/31/2024 6:22,30,81,345,18,6,53,0
2242,28,9/26/2024 10:48,35,80,470,16,8,58,0
2243,20,12/12/2024 21:17,44,91,99,24,8,36,0
2244,21,9/29/2024 13:28,26,71,337,5,0,57,0
2245,9,7/1/2024 7:07,19,44,371,17,8,30,0
2246,20,3/25/2024 10:48,37,59,50,29,4,35,0
2247,4,12/20/2024 1:39,0,77,250,28,3,50,0
2248,14,7/27/2024 22:44,24,67,330,14,2,55,0
2249,7,5/17/2024 22:32,41,12,245,22,8,36,0
2250,24,7/13/2024 21:10,13,81,121,14,4,23,0
2251,7,10/30/2024 22:18,11,24,116,8,9,36,0
2252,15,4/18/2024 8:56,31,92,379,25,5,16,0
2253,15,5/6/2024 8:23,18,28,165,23,1,58,0
2254,12,1/14/2024 11:53,15,64,289,6,7,15,0
2255,7,1/6/2024 23:12,27,64,54,14,5,53,0
2256,4,1/29/2024 5:39,45,12,370,20,6,41,0
2257,22,11/19/2024 13:22,31,79,100,19,9,46,0
2258,20,1/3/2024 2:46,41,62,125,5,4,17,0
2259,9,9/16/2024 15:08,49,91,120,13,5,26,0
2260,21,4/11/2024 20:57,11,70,95,19,5,21,0
2261,14,2/2/2024 9:16,1,71,176,17,6,6,0
2262,5,9/16/2024 11:50,36,32,311,24,9,39,0
2263,9,9/9/2024 13:19,36,13,86,12,6,13,0
2264,13,3/7/2024 17:44,39,91,491,22,8,19,0
2265,6,1/23/2024 23:18,31,85,243,17,6,25,0
2266,28,7/22/2024 10:47,10,32,393,6,0,40,0
2267,2,5/27/2024 7:09,37,85,374,20,7,51,0
2268,16,10/2/2024 15:04,12,89,80,24,6,48,0
2269,23,5/19/2024 22:29,47,60,445,18,7,18,0
2270,27,12/23/2024 1:41,27,81,129,24,9,29,0
2271,9,3/12/2024 11:55,25,27,410,17,3,9,0
2272,15,2/13/2024 12:39,13,50,125,25,9,57,0
2273,6,2/1/2024 10:03,2,56,359,24,3,32,0
2274,24,6/24/2024 14:45,22,16,215,12,2,30,0
2275,25,6/18/2024 8:46,33,77,71,16,0,59,0
2276,15,5/22/2024 22:18,49,47,209,17,4,49,0
2277,8,11/1/2024 3:46,32,56,235,7,1,47,0
2278,1,7/21/2024 23:18,40,47,464,8,0,33,0
2279,7,12/22/2024 0:01,17,22,493,27,9,30,0
2280,25,9/15/2024 11:40,44,79,88,20,0,12,0
2281,29,5/16/2024 17:33,31,55,329,24,7,20,0
2282,15,12/25/2024 11:05,3,53,83,22,1,57,0
2283,15,12/30/2024 2:58,29,25,228,19,9,20,0
2284,10,5/7/2024 13:04,27,83,124,14,6,37,0
2285,9,3/24/2024 4:25,18,81,482,10,9,2,0
2286,24,10/14/2024 18:21,37,27,461,25,1,39,0
2287,2,10/2/2024 19:38,45,68,163,15,9,43,0
2288,27,10/25/2024 7:14,1,14,280,13,4,7,0
2289,20,7/30/2024 21:48,33,34,211,25,5,31,0
2290,23,7/10/2024 6:14,18,67,329,24,6,28,0
2291,22,11/10/2024 15:45,38,16,196,26,2,32,0
2292,15,5/21/2024 18:41,45,46,305,18,6,57,0
2293,3,10/10/2024 21:22,29,16,91,19,5,17,0
